ID,question
4363,"je prends la pilule belara depuis 2 mois. Une fois, j'ai oublié de la prendre et après j'ai eu des rapports protégés. Mais après, j'ai repris mes comprimés à l'heure habituelle. Puis le soir de mon dernier comprimé, j'ai eu un rapport non protégé. cela fait 2 jrs que n'en prend plus et que j'ai toujours pas mes règles. Est-ce normal? est-ce que j'ai des risques d'être enceinte ?"
4364,"bonjour, j'ai une question a propos de l'efficacité du generique de mercilon. je prends cette pilule en relais de minidril que je ne supportais pas. j'ai fais la pause de 7jours normalement a la fin de la plaquette de minidril et j'ai commencé une plaquette de mercilon, le problème c'est que la notice n'explique pas a partir de quand on est protégé.. merci d'avance pour vos réponses!"
4365,ludéal gé agit au bout de cb de temps ?
4366,Comment prescrire Clarithromycine chez jeune enfant ?
4367,"je suis sous diane mais etant diabétique ma gyneco m'a prescit la cerazette or je suis un traitement pour la peau ""la tolexine""+ diane et g peur ke la cerazette agrave ma peau. avait vous eu des effet secondaire ?"
4368,rocgel + laxatif c'est bon ?
4369,L'effexor dure-t-il au moins 24 h ?
4370,Par quoi remplacer aerius pendant la grossesse ?
4371,doliprane enfant (liquide): durée de conservation après ouverture ?
4372,"je prends holgyème, ma moustache s'est developpée et mes poils de bras deviennent noirs, est ce que ce médicament entraine rapidement des effets au niveau du système pileux?"
4373,Le plitican est-il indiqué pour les nausées dûes à la chimiothérapie ?
4374,"charbon vegetal, qu'est-ce que c'est ?"
4375,Est-ce qu'il existe une forme buvable du Doliprane ?
4376,est ce qu'il y a de la pénicilinne dans le quétiapin?
4377,"ma fille de 6ans  a été vacciné avec le dtp vendredi 28.le lendemain et le surlendemain son épaule était vraiment très dure et enflée , aujourd'hui , une plaque d' urticaire est apparue et ne cèsse de grossir, est ce normal?"
4378,vaccin repevax..réactions?
4379,"je souhaiterais me vacciner contre la grippe et je me demandais s'il était possible de se faire l'injection soit même. par ailleurs, l'injection se fait pour ce vaccin dans le deltoïde, c'est bien cela ?"
4380,antibios + pilule du lendemain : efficacité de la pilule ??
4381,A quoi sert anafranil ?
4382,"ma nouvelle homeo m'a demande de laisser tomber tous mes produits homeopathique pour un seule produit : naja 200 k, qu'est-ce que c'est ?"
4383,"je me suis envoyé 2 comprimés de dextropropoxyphene cafeine paracetamol 400mg, avec 2 cachets y' avait des risques ?"
4384,acide folique / comment est-il éliminé ?
4385,Y a-t-il une alternative au Depakote 500 ?
4386,renouvellement deroxat : quelle règles de prescription ?
4387,poussée d'acnée avec androcur?
4388,Incompatibilité kestinlyo et solupred ?
4389,Qu'est ce que microval?
4390,evepar 35 generique de diane 35 a-t-il les mêmes excipients ?
4391,je fais un sevrage de xanax. mon medecin m'a remplacé le xanax par le lysanxia plus facile à arreter. au départ a 50 gouttes j'en suis aujordhui a 30 par jour. (15 mg) pouvez vous me dire si cette dose est encore excessive ?
4392,"bonjour je me demandais quelle était la meilleure solution pour adminsitrer de l'homéopathie à un bébé. juste avant ses vaccins, je lui ao donné du thuya 9ch que j'ai dilué dans de l'eau. il s'agissait d'une dosette. mais lorsqu'il s'agit de 3 granules par exemple faut-il procéder différemment ? d'autres part, est-ce que vous pratiquez couramment l'homéoapthie avec bébé. je pensais l'utiliser lors des poussées de dent. merci"
4393,daily gé : est-ce cher ?
4394,bonjour je voudrais avoir votre avis  je prends seroplex depuis 2 semaines apres une rechute du a un arret et il fait encorre son effet  je prends du lysensia  jeudi j'ai pris rdv chez un docteur generaliste acunpuncteur pour m'aider à soigner cette anxiété d'autant que j'ai un voyage de prévu bien entendu je n'arrête pas les antidepresseurs quelqu'un fait il çà? est ce que camarche?  y a t il ddes contre indications ? reponds vite svp je suis perdue et malheureusement pas trop soutenue par mon mari biz
4395,Est ce qu'on est bien en sécurité avec lutéran ou est ce qu'il y a un risque?
4396,temesta et fatigue??
4397,xénical est vendu à combien?
4398,"je suis sous luteran, je n'eprouve plus de desir sexuel, absence de libido. est ce normal?"
4399,Un pharmacien souhaite savoir s'il peut délivrer un traitement de Methadone 90mg par jour pour un mois ?
4400,connaissez vous le tranxène?
4401,pilule adépal et les risques ?
4402,mercilon heure fixe?
4403,"j'ai 42 ans je suis sous seropram, j'ai eu des regles plus longues au depart mais aujourdhui je constate que j'ai des petits saignements et ce ne sont pas mes regles , qui peut me dire si cela vient encore du seropram ?"
4404,je prends microval et cela fait 7 jours aujourd'hui que je saigne. est-ce que ça vous ai déjà arrivé ?
4405,"bonjour,  je viens d'aller voir un psychiatre pour soigner des tic et des toc que j'ai. le médecin m'a prescrit un comprimé de deroxat le matin et un le midi. en regardant sur de nombreux forum, la plupart des gens en prennent un voir un demi par jour.   ne pensez vous pas que le dosage de mon traitement n'est pas un peu élevé pour un debut de traitement ?"
4406,citalopram et effets secondaires ?
4407,Que peut-on donner pour les morpions sachant que le spraypax est en rupture ?
4408,"En raison de la rupture du produit Colpotrophine 1% crème, le pharmacien de l'hôpital souhaiterai savoir quelles alternatives nous proposons"
4409,deroxat et 1/2 vie
4410,diane 35 : comment ça marche?
4411,pommade après retrait des points de suture?
4412,quel dosage pour hamamelis virginiana 5ch ?
4413,myolastan !! risque ?
4414,Le rotarix est il administrable chez l'adulter ?
4415,je prends deroxat depuis 2 semaines a 1/2 comprimé par jour.  que  sont ses effets de sevrage ?
4416,depakote et dépakine ont les mêmes ingrédients ?
4417,le séropram fait-il grossir??  a-t-il d'autres effets secondaires??
4418,question luteran
4419,pillule diane 35 et consequences sur la santé?
4420,baume du tigre : en pharmacie ??
4421,"bonjour tout le monde, je voulais juste savoir si il y avait une grosse difference entre le sertalia et le ut380 short, qui sont tous les deux des sterilets au cuivre recommandés pour les nullipares? danke schoen et bon w-e d'avance!"
4422,"je souffre d ejaculation precoce, mon medecin m a prescrit du deroxat et ca marche tres bien mais le soucis c est que j en prends depuis 10 ans, y a t il des risques ?"
4423,douleurs suite pose mirena ?
4424,"ma gygy m'a precrit jasminelle à la place de cycleane. je suis  au 5eme comprimé de ma plaquette cycleane et ma gynéco m'a dit que je pouvait dès ce soir prendre jasminelle et que les 5 comprimé non utilisés de jasminelle me servirai si un jour je vomis etc .. j'ai peur  que celà fasse une ""interaction medicamenteuse"" et hésite à continuer la plaquette de cycleane et de commener  jasminelle après les 7 jours d'arret.  je ne sais pas quoi faire, à votre avis qu'est ce qui est le mieux?"
4425,je prends cerazette et je souhaite changer pour microval que j ai deja pris auparavant et qui me convient bien. mais alors des lors que je change sans interruption suis je protegee a partir du premier comprime
4426,Quelles sont les conditions de prescription du Xgeva ?
4427,combien de retard acceptable pour ludéal ?
4428,est-ce que je peux enchainer 2 plaquettes de daily gé sans souci ?
4429,ongles jaunes par la cigarette solution?
4430,"cela fait 2 mois environ que je suis sous seropram, et je ne vois pas vraiment d'amélioration, quelqu'un a t'il eu le meme probleme que moi?"
4431,"pouvez -vous me dire ce que veut dire ""teinture mère""?"
4432,nux vomica pour nourrison : quelle posologie(nombre de granule / jours et en combien de ch) ?
4433,peut-on tomber enceinte sous duphaston?
4434,"Une prescription hospitalière (service rhumato-hémato-pediatrique) de metoject injectable pour un bébé de 17 mois de 7kilos935 5mg toute les semaines en ville ,c’est possible?"
4435,Quels sont les substances contenues dans le climaxol ?
4436,effets indésirables de la progestérone?
4437,Combien de temps pour les premiers effets de duphaston ?
4438,quels symptômes du sevrage de deroxat ?
4439,microval ??
4440,Le Solumedrol dans un appareil manosonique est-il remboursé ?
4441,"cela fait 5 mois que je tousse pratiquement toutes les nuits, quelqu'un a un conseil?"
4442,"es ce que un homéopathe ou un connaisseur pourrai m'indiquer la ""dose létale 50"" de influenzinum 9 ch ?"
4443,mon bebe a 1 mois et demi il est fatigué mais n'arrive pas a s'endormir avez vous une solution?
4444,lipanthyl 200 quels effets secondaires ?
4445,Quel médicament pour le TDAH chez l’adulte est-il rembooursé ?
4446,Le Domperidone peut il provoquer des tremblements ?
4447,peut-on faire le vaccin contre la grippe enceinte??
4448,"ayant pris la pilule du lendemain dans les 12h suivant le rapport, peut elle être efficace?"
4449,seropram entriane-t-il une prise de poids ?
4450,a quoi sert la creme physiogine?
4451,prozac + bromazepam quel effet ?
4452,androcur dangereux ??
4453,Est-ce que les antibiotiques détruisent la flore intestinale chez un bébé de 3mois ?
4454,est ce que androcur + provames peut traiter la chute de cheveux?
4455,homéopatie caulophyllum thalictroides à quoi sert-il vraiment?
4456,"j'ai été mise sous roaccutane à l'âge de 15 ans, aujourd'hui j'en ai 27. je sais qu'il ne faut surtout pas tomber enceinte pendant le traitement car le bébé peut avoir des malformations. 12 ans après y a-t-il un risque éventuel ?"
4457,"suite à une autre prise de norlevo en octobre, j'ai eu des réactions cutanées avec démangeaison qui apparaissaient pdt 2 semaines.. Est-ce dans le RCP ?"
4458,Les injections de Plegridy se font-elles par voie intra-musculaire?
4459,cycles irrégulier avec microval : dois-je refaire un test prise de sang?
4460,"je prends la pilule cycleane 20. j'ai normalement arrêté la pilule au bout de 3 semaines mais mes régles ne sont pas arrivées.. je me sens gonflée, j'ai super faim.. et des nausées depuis hier ! cela signifie-t-il que je ne supporte pas la pilule ?"
4461,existe t'il des medicaments ou des vitamines pour ameliorer la vue?
4462,"j ai pris deroxat , 1/2 comprimé le matin ,pendant 6 mois , et suite a quelque souci , mon medecin ma dit de prendre deroxat a 1 comp entier ( le matin),  mais depuis 3 nuit je me reveille a chaque fois vers 4 , 5 h du mat  je me redors  et biensur mauvais reve tous le temps.  est ce que ca va passer ou c parce que 1 comp entier c trop pour moi ??"
4463,vaccin et alcool 2 jours plus tard c'est dangereux ?
4464,seroplex a quand les premiers effets positif??
4465,je peux acheter de l'extranase à la pharmacie sans ordonnance?
4466,bromokin ça existe ?
4467,"je suis prozac depuis un peu plus de 3 semaines. et je me sens complètement abruti, je baille en permanence, et je n'arrive plus du tout à réfléchir. cel changerait-il quelque chose si je prenais mes cachets le soir au lieu du matin ?"
4468,"je reprends 100 mg de floxyfral par jour mais j'ai l'imression que les effets du médicament ne sont pas ceux que j'attendais. j'ai quelques idées sombres qui reviennent, est-ce le floxyfral lui-même qui peut donner des effets inverses à ceux recherchés ?"
4469,mon fils de 2 mois a eu son vaccin mardi il m'as fait une monte de fievre (38.8) puis c'est redescendu aujourd'hui jeudi il est remonter a 38   que faire ?
4470,"pour les pillules triphasique comme trinordiol dans le cas ou prendre 2 plaquettes de suite est possible, faut il prendre la première plaquette et commencer la seconde à la suite comme d'habitude ou terminer la première plaquette et commencer la seconde dans le sens inverse de la prise habituelle?"
4471,stederil fait il grossir ?
4472,combien coûte effexor lp en france? s.v.p.
4473,question sur médicaments efexor + dafalgan
4474,solution homeo ventre plat urgent ?
4475,je prend de la furadantine un jour sur 2  a 2 comprimé par prise! est ce que j'ai des risques?
4476,ma copine a fait deux oubli durant se mois si et sa plaquette et fini jeudi ! que doit elle fair ?
4477,Je prends evapar. Maintenant j'ai des tâches sur le corps et mes jambes sont lourdes. Est ce normal?
4478,"j'ai eu un rapport non protégé, j'ai pris la pilule du lendemain 10 heures après.  depuis ce matin j'ai des nausées, des vertiges, des coups de chaud et des tremblements.  combien de temps durent les effets secondaires?"
4479,argentum nitricum  utile contre le stress?
4480,Question pilule : patiente sous optilova qui la prend à 19h. Hier elle a pris son comprimé à 19h et à minuit croyant l'avoir oubliée elle en a pris un 2eme. Est-ce qu’elle doit prendre le comprimé ou sauter la prise ?
4481,"daily gé, prendre la 1ere pilule avec un peu de retard, y a t-il un risque?"
4482,duphaston: comment le prendre ?
4483,Quelle alternative au plavix ?
4484,Quel est le prix de vente d'une boîte de Tecfidera 240 mg de 56 gélules?
4485,Est ce que l'on vend de l'homeopathie sans ordonnance en pharmacie ?
4486,"voilà,j'ai une question assez préocupante, je prends méliane qui est une mini dosée,  je suis en train d'arrêter de fumer donc ce problème se règle mais je passe mon temps à boire en soirée, est ce que ça désactive ma pilule ou je ne craint rien ?j'ai pas du tout envi de prendre le risque de tomber enceinte merci d'avance"
4487,Peut-on prescrire de l'alfuzosine LP 10 à une femme ?
4488,prise de pilule cerazette en ayant acné+migraines ?
4489,"je suis enceinte et je souffre d'oxyures, que faire?"
4490,est ce que l'homéopathie entraine un problème de poid?
